First Name,Last Name,Gender,Age,Phone,Education,Occupation,Marital Status,Number of Children,Address,Caste,YojanaCardBenefits,YojanaCardBenefitsBankAccountLinked,YojanaCardBenefitsUniqueQRCode,YojanaCardBenefitsBookServiceWithHaqdarshaks,YojanaCardBenefitsSchemeApplicationSupport,YojanaCardBenefitsDigiLockerAccount,YojanaCardBenefitsOffersCashbacks,YojanaCardInterestedInYojanaCardStatus,YojanaCardFeatureBenefitInformation,YojanaCardFeatureBenefitSubsidySchemeInfo,YojanaCardFeatureBenefitAccessToBankingServices,YojanaCardFeatureBenefitYojanaKendra,YojanaCardFeatureBenefitHQHelpline,YojanaCardFeatureBenefitAssistedHQService,YojanaCardFeatureBenefitDigilocker,YojanaCardFeatureBenefitCashbackOffers,YojanaCardFeatureBenefitBankAccountInfo,YojanaCardFeatureBenefitOtherStatus,YojanaCardLoanInterestStatus,YojanaCardInsurance,YojanaCardUnmetNeedsHealthExpenses,YojanaCardUnmetNeedsChildrensEducation,YojanaCardUnmetNeedsMarriageSupport,YojanaCardUnmetNeedsBusinessSupport,YojanaCardUnmetNeedsNone,YojanaCardUnmetNeedsOther,YojanaCardInterestInPayingForYojanaCard,YojanaCardPriceComfortableToAvailYojanaCard,YojanaCardAcceptanceOfFreeYojanaCard
Lucas,Watson,Male,23,554-0899-95,Senior Secondary,Software Developer,Single,2,Kolkata,SC,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
Abraham,Stevens,Male,20,183-3482-60,Secondary,Plumber,Single,1,Raipur,OBC,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
Harold,Perry,Male,19,950-7458-37,Primary,Clerk,Single,5,Kochi,Prefer Not to say,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0
Derek,Miller,Male,25,094-6394-52,Illiterate,Data Analyst,Single,4,Kochi,ST,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Charlie,Chapman,Male,29,402-0354-58,Graduation,Lawyer,Married,0,Chennai,NT/DNT,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0
Nicholas,Morgan,Male,30,273-2669-19,Primary,Pharmacist,Married,1,Bangalore,ST,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0
Alissa,Holmes,Female,29,115-0654-05,Illiterate,Data Analyst,Married,1,Mumbai,Prefer Not to say,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0
Daniel,Edwards,Male,21,041-6790-87,Graduation,Production Engineer,Single,1,Raipur,OBC,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
Penelope,Hill,Female,23,227-2074-22,Post graduation,Clerk,Single,1,Raipur,SC,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1
Robert,Myers,Male,27,367-5862-68,Graduation,Production Engineer,Single,2,Bangalore,General,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1
Alissa,Gray,Female,23,793-6498-56,Illiterate,Mechanic,Single,3,Hyderabad,OBC,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0
Belinda,Johnston,Female,27,686-3280-47,Secondary,Civil Engineer,Single,5,Hyderabad,SC,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
Martin,Stewart,Male,24,894-1004-44,Primary,Architect,Married,5,Chennai,SC,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0
Emily,Owens,Female,25,038-2921-41,Secondary,Accountant,Single,3,Delhi,ST,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1
Amelia,Howard,Female,23,898-8687-62,Primary,Pharmacist,Married,1,Mumbai,General,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1
Edward,Spencer,Male,27,912-0164-91,Post graduation,Production Engineer,Single,3,Bangalore,ST,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0
Marcus,Foster,Male,28,179-1561-84,Illiterate,Production Engineer,Single,3,Lucknow,ST,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1
Leonardo,Cooper,Male,24,321-1050-81,Primary,Production Engineer,Single,5,Patna,General,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0
Stuart,Alexander,Male,26,760-0154-93,Illiterate,Police,Single,2,Hyderabad,SC,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
Honey,Mitchell,Female,27,339-4822-70,Illiterate,Architect,Single,0,Mumbai,General,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
Steven,Brooks,Male,22,946-2676-06,Secondary,Mechanic,Single,0,Raipur,Prefer Not to say,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1
Carlos,Cunningham,Male,27,900-6086-43,Senior Secondary,Business,Single,2,Delhi,General,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Blake,Morris,Male,22,765-6915-29,Secondary,Lawyer,Single,5,Kolkata,ST,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
Victoria,Turner,Female,19,968-9049-31,Illiterate,Lawyer,Married,0,Kochi,Prefer Not to say,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1
Darcy,Cunningham,Female,30,594-0852-58,Graduation,Civil Engineer,Single,2,Patna,General,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0
Miller,Evans,Male,18,195-9941-88,Senior Secondary,Architect,Single,0,Patna,NT/DNT,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1
Mike,Davis,Male,19,256-2992-27,Graduation,Clerk,Single,3,Delhi,Prefer Not to say,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0
Andrew,Turner,Male,24,034-1956-41,Post graduation,Pharmacist,Married,2,Kolkata,General,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
Carina,Armstrong,Female,26,885-7529-09,Graduation,Lawyer,Single,4,Lucknow,OBC,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
Jared,Armstrong,Male,28,151-3291-46,Primary,Data Analyst,Single,1,Delhi,NT/DNT,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
Arianna,Gray,Female,20,097-8105-71,Senior Secondary,Civil Engineer,Single,0,Mumbai,Prefer Not to say,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1
Maximilian,Spencer,Male,25,562-2638-71,Post graduation,Clerk,Married,0,Hyderabad,ST,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1
Paige,Johnson,Female,20,562-3671-32,Secondary,Mechanic,Single,4,Kochi,NT/DNT,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1
Miranda,Walker,Female,21,916-9504-25,Senior Secondary,Civil Engineer,Single,2,Delhi,SC,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
Alisa,Martin,Female,21,184-3712-03,Illiterate,Teaching faculty,Single,4,Raipur,OBC,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
Honey,Crawford,Female,28,223-2817-38,Post graduation,Teaching faculty,Single,0,Raipur,General,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
Patrick,Fowler,Male,27,297-7757-71,Graduation,Teaching faculty,Married,2,Delhi,ST,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1
Caroline,Clark,Female,23,715-7962-20,Primary,Accountant,Married,0,Chennai,ST,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
Lily,Thompson,Female,26,730-5028-98,Post graduation,Police,Married,2,Kolkata,SC,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
Tess,Fowler,Female,21,406-8391-00,Graduation,Business,Married,5,Delhi,General,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
Natalie,Taylor,Female,18,535-7134-51,Primary,Police,Single,2,Mumbai,NT/DNT,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0
Kate,Mitchell,Female,25,225-6405-73,Post graduation,Civil Engineer,Single,1,Kolkata,SC,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1
Myra,Edwards,Female,29,777-5509-37,Post graduation,Doctor,Married,5,Lucknow,Prefer Not to say,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0
Aldus,Gray,Male,19,885-4264-16,Primary,Lawyer,Married,0,Kolkata,Prefer Not to say,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
Thomas,Campbell,Male,24,672-4976-84,Graduation,Lawyer,Single,5,Mumbai,ST,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0
Mary,Crawford,Female,23,396-5346-50,Secondary,Lawyer,Married,1,Chennai,SC,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
Evelyn,Montgomery,Female,21,837-1770-11,Illiterate,Clerk,Single,3,Mumbai,OBC,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
Victor,Morris,Male,22,675-7379-73,Illiterate,Business,Married,3,Mumbai,Prefer Not to say,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1
Michael,Kelly,Male,25,956-4689-36,Post graduation,Pharmacist,Single,0,Kolkata,NT/DNT,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
Daniel,Carroll,Male,29,350-0125-99,Illiterate,Police,Married,3,Mumbai,OBC,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1
Fenton,Smith,Male,23,004-6863-01,Graduation,Business,Married,5,Hyderabad,OBC,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Lilianna,Rogers,Female,30,421-8155-15,Senior Secondary,Accountant,Married,2,Mumbai,General,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1
Briony,Scott,Female,22,580-4871-57,Senior Secondary,Data Analyst,Single,4,Patna,Prefer Not to say,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
Melissa,Cooper,Female,22,920-6879-43,Secondary,Data Analyst,Married,0,Chennai,SC,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
Miller,Brown,Male,29,099-9253-33,Illiterate,Clerk,Married,5,Hyderabad,Prefer Not to say,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Mary,Kelly,Female,19,892-4997-20,Secondary,Pharmacist,Married,4,Chennai,ST,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1
Kate,Ellis,Female,24,072-9509-88,Secondary,Software Developer,Married,2,Mumbai,ST,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
Myra,Grant,Female,20,271-5696-06,Senior Secondary,Mechanic,Single,2,Kolkata,NT/DNT,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
Kirsten,Wilson,Female,19,158-7413-04,Senior Secondary,Plumber,Married,0,Delhi,SC,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0
Edgar,Chapman,Male,20,212-6346-36,Graduation,Pharmacist,Married,4,Hyderabad,SC,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0
Valeria,Campbell,Female,20,115-5928-25,Graduation,Data Analyst,Single,0,Kolkata,NT/DNT,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0
Tyler,Anderson,Male,22,657-8146-73,Graduation,Civil Engineer,Married,5,Chennai,ST,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
Robert,Douglas,Male,29,059-7216-81,Post graduation,Accountant,Married,3,Hyderabad,SC,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0
Kellan,Ross,Male,26,804-7049-38,Post graduation,Clerk,Married,5,Chennai,NT/DNT,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
Albert,Casey,Male,18,161-8348-00,Primary,Data Analyst,Married,1,Chennai,Prefer Not to say,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
Jacob,Scott,Male,21,701-5594-74,Illiterate,Data Analyst,Married,3,Lucknow,SC,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
Chelsea,Clark,Female,19,162-5698-91,Post graduation,Plumber,Married,0,Lucknow,SC,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1
Dainton,Ryan,Male,28,407-8789-88,Secondary,Lawyer,Single,3,Mumbai,SC,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1
April,Bennett,Female,26,984-2387-29,Post graduation,Clerk,Married,0,Raipur,SC,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
Byron,Allen,Male,21,768-0182-10,Post graduation,Pharmacist,Married,4,Lucknow,OBC,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
Briony,Johnston,Female,24,527-1884-86,Illiterate,Business,Married,5,Kochi,OBC,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1
Kristian,Sullivan,Male,18,119-1377-37,Secondary,Pharmacist,Married,0,Bangalore,OBC,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
Kelsey,Wilson,Female,23,779-5547-91,Post graduation,Business,Single,3,Bangalore,General,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
April,Parker,Female,29,027-6375-78,Senior Secondary,Mechanic,Married,3,Bangalore,OBC,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
Charlie,Rogers,Male,28,884-7327-69,Senior Secondary,Lawyer,Single,5,Raipur,OBC,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
Leonardo,Owens,Male,20,594-1901-29,Post graduation,Civil Engineer,Single,5,Patna,SC,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1
Ned,Smith,Male,18,557-8479-10,Illiterate,Data Analyst,Single,3,Chennai,ST,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
Sam,Mason,Male,22,315-9508-08,Post graduation,Accountant,Single,0,Kochi,General,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
George,Bailey,Male,21,203-0342-25,Senior Secondary,Accountant,Married,2,Kolkata,Prefer Not to say,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1
Julian,Perry,Male,29,980-6063-72,Secondary,Software Developer,Married,0,Chennai,General,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1
Blake,Myers,Male,38,923-3804-41,Primary,Plumber,Single,2,Hyderabad,SC,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
Tony,Harper,Male,30,097-4368-78,Secondary,Production Engineer,Single,5,Bangalore,OBC,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
Madaline,Walker,Female,32,151-2972-93,Graduation,Data Analyst,Married,0,Hyderabad,OBC,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0
Adam,Cameron,Male,38,663-6784-58,Primary,Data Analyst,Single,4,Delhi,OBC,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
Arianna,Scott,Female,35,301-9673-09,Illiterate,Business,Married,1,Patna,Prefer Not to say,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Vanessa,Jones,Female,39,692-6534-62,Secondary,Software Developer,Married,2,Hyderabad,General,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Kelvin,Foster,Male,39,996-1937-29,Graduation,Business,Married,3,Delhi,Prefer Not to say,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
Violet,Craig,Female,35,109-4343-68,Senior Secondary,Data Analyst,Married,2,Patna,SC,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
April,Taylor,Female,40,777-2766-88,Senior Secondary,Data Analyst,Single,5,Raipur,SC,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0
Antony,Farrell,Male,38,363-6476-73,Illiterate,Civil Engineer,Married,5,Kolkata,NT/DNT,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
Amanda,Henderson,Female,35,807-5414-38,Illiterate,Clerk,Single,3,Hyderabad,General,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1
Sawyer,Martin,Male,34,769-4898-77,Post graduation,Clerk,Single,1,Kochi,ST,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0
Belinda,Carroll,Female,39,119-8101-53,Secondary,Police,Married,1,Chennai,OBC,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0
Grace,Walker,Female,39,336-3020-57,Illiterate,Software Developer,Single,1,Hyderabad,NT/DNT,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
Roman,Williams,Male,30,185-6459-09,Secondary,Plumber,Single,5,Hyderabad,ST,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1
Annabella,Reed,Female,34,747-3513-13,Secondary,Business,Married,5,Patna,SC,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
Dominik,Ryan,Male,30,936-6814-02,Primary,Business,Single,5,Mumbai,NT/DNT,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1
Michael,Tucker,Male,34,402-0167-60,Primary,Clerk,Single,4,Mumbai,General,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
Sophia,Douglas,Female,31,474-0969-70,Illiterate,Architect,Single,1,Chennai,General,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
Daisy,Alexander,Female,34,163-6291-89,Secondary,Pharmacist,Single,0,Patna,NT/DNT,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0
Anna,Taylor,Female,37,830-0650-19,Illiterate,Software Developer,Single,4,Bangalore,SC,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
Lily,Chapman,Female,33,267-3088-54,Secondary,Doctor,Married,2,Chennai,SC,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0
Elise,Kelly,Female,40,208-0677-43,Primary,Civil Engineer,Married,4,Chennai,General,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1
Marcus,Andrews,Male,35,672-4739-51,Senior Secondary,Data Analyst,Married,2,Raipur,OBC,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
Maximilian,Chapman,Male,40,809-1003-87,Illiterate,Data Analyst,Married,2,Bangalore,Prefer Not to say,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1
Naomi,Harper,Female,36,460-5199-62,Illiterate,Lawyer,Single,4,Chennai,OBC,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
Tony,Johnson,Male,30,358-4873-63,Graduation,Doctor,Married,5,Bangalore,ST,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
Audrey,Owens,Female,40,193-5123-27,Secondary,Teaching faculty,Married,2,Chennai,ST,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0
Aida,Fowler,Female,40,026-4477-97,Senior Secondary,Lawyer,Married,5,Patna,SC,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
Kellan,Thomas,Male,38,711-9947-04,Graduation,Plumber,Married,1,Bangalore,NT/DNT,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1
Maximilian,Harris,Male,40,136-5182-24,Senior Secondary,Architect,Single,2,Mumbai,NT/DNT,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0
Evelyn,Harris,Female,34,109-9533-71,Post graduation,Civil Engineer,Single,0,Kolkata,ST,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
Lucia,Hunt,Female,40,035-6948-64,Senior Secondary,Pharmacist,Single,2,Kolkata,OBC,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1
Roman,Crawford,Male,33,536-3280-53,Post graduation,Civil Engineer,Single,2,Kolkata,SC,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1
James,Holmes,Male,34,282-1967-03,Post graduation,Lawyer,Married,4,Hyderabad,General,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1
Stuart,Evans,Male,30,585-3091-45,Primary,Accountant,Married,4,Mumbai,ST,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
Maximilian,Thompson,Male,40,995-8512-91,Post graduation,Production Engineer,Married,2,Lucknow,General,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0
Brad,Baker,Male,33,498-4673-32,Post graduation,Teaching faculty,Married,5,Delhi,OBC,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0
Tara,Andrews,Female,33,395-0155-16,Senior Secondary,Data Analyst,Single,0,Lucknow,Prefer Not to say,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1
Derek,Holmes,Male,30,126-3797-68,Primary,Teaching faculty,Married,2,Lucknow,OBC,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
Catherine,Anderson,Female,34,545-5483-34,Senior Secondary,Software Developer,Married,0,Hyderabad,ST,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1
Oscar,Johnson,Male,31,275-5511-51,Illiterate,Teaching faculty,Married,2,Chennai,Prefer Not to say,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
Tara,Reed,Female,31,485-6807-55,Secondary,Accountant,Single,1,Bangalore,ST,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
Dominik,Henderson,Male,37,455-6453-55,Graduation,Civil Engineer,Single,1,Lucknow,ST,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
Jessica,Smith,Female,35,607-2240-29,Illiterate,Pharmacist,Single,0,Kochi,Prefer Not to say,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0
Adam,Wright,Male,39,585-3435-71,Illiterate,Civil Engineer,Married,4,Kolkata,NT/DNT,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1
